input_data	output_labels
[[0.826302, 0.775463, 0.346354, 0.447222], [0.903385, 0.708796, 0.159896, 0.582407]]	(21831.944193097985, 7831.64143906054, 664.9996799999999, 482.99983999999995, 120.99983999999995, -780.49992, 8.000000002539309e-05)
[[0.571615, 0.42037, 0.022396, 0.044444]]	(1633.6006838107871, 848.4002741119828, 43.0003200000001, 286.90015999999997, -26.799840000000017, -9.199360000000013, 335.20064)
[[0.614583, 0.609722, 0.075, 0.243519], [0.613542, 0.563889, 0.073958, 0.337037], [0.682813, 0.66713, 0.115625, 0.532407]]	(1633.6006838107871, 848.4002741119828, 144.0, 189.90049999999997, -123.79950000000002, -321.20002000000005, 23.199979999999982)
[[0.70026, 0.755093, 0.154688, 0.482407], [0.613542, 0.563889, 0.073958, 0.337037], [0.682813, 0.66713, 0.115625, 0.532407]]	(1485.0429359316056, 777.7470791514206, 297.00095999999985, 307.09934, -138.00066000000004, -619.3002200000001, 3.9997799999998733)
[[0.042448, 0.665741, 0.035937, 0.077778], [0.021615, 0.580556, 0.040104, 0.25]]	(-33.402764677524154, -186.0388763126454, 68.99904, 83.99983999999995, -157.00016000000005, -241.0004, -0.0004000000000132786)
[[0.150521, 0.780093, 0.144792, 0.375], [0.148438, 0.643056, 0.084375, 0.467593]]	(-412.77191897443754, -667.0235842650127, 278.00064, 388.99956, -190.90044, -601.2004400000001, -174.70044000000007)
[[0.869271, 0.905556, 0.260417, 0.188889], [0.89974, 0.717593, 0.146354, 0.564815]]	(22273.86666543104, 8332.828159648881, 500.0006400000002, 203.99958000000004, -284.50041999999996, -723.80054, -0.0005400000000008731)
[[0.54375, 0.835185, 0.508333, 0.32963], [0.60625, 0.675, 0.188542, 0.642593]]	(4377.713260216623, 1956.1333677117382, 975.99936, 356.0004000000001, -99.79959999999983, -791.6, 0.0)
[[0.573958, 0.481944, 0.020833, 0.049074], [0.58776, 0.524074, 0.066146, 0.22037]]	(1777.0003316523964, 1087.6305174417034, 39.99936000000025, 443.20044, -54.099560000000054, -67.89947999999993, 533.00052)
[[0.627865, 0.489352, 0.022396, 0.056481], [0.616406, 0.650463, 0.141146, 0.439815]]	(1777.0003316523964, 1087.6305174417034, 43.0003200000001, 439.19958, -58.10042000000004, -79.8999, 521.0001)
[[0.673177, 0.529167, 0.055729, 0.149074], [0.673177, 0.488426, 0.043229, 0.139815], [0.616406, 0.650463, 0.141146, 0.439815]]	(3084.1628616772955, 1282.9682952664186, 106.99967999999967, 119.99959999999999, -31.100400000000036, -202.80032, 8.89967999999999)
[[0.7625, 0.65, 0.109375, 0.246296], [0.765365, 0.549074, 0.092188, 0.287037]]	(2473.5887793870484, 1019.9292172281206, 210.0, 179.49984000000006, -132.00015999999994, -397.99984000000006, 20.400159999999914)
[[0.903906, 0.814352, 0.192188, 0.371296], [0.917969, 0.704167, 0.163021, 0.591667]]	(11732.560969355767, 4363.962716804906, 369.0009600000001, 400.9996800000001, -164.90031999999985, -731.7, 0.0)
[[0.617188, 0.789815, 0.157292, 0.416667], [0.58776, 0.524074, 0.066146, 0.22037], [0.616406, 0.650463, 0.141146, 0.439815]]	(1777.0003316523964, 1087.6305174417034, 302.00064, 309.1999800000001, -188.10001999999997, -598.9003800000002, 1.9996199999998225)
[[0.540625, 0.476389, 0.0125, 0.030556]]	(-2271.243719535058, -1100.8256467941508, 24.0, 71.00011999999998, -22.99988000000002, -56.00036, 37.99964)
[[0.551302, 0.493981, 0.024479, 0.067593]]	(-2271.243719535058, -1100.8256467941508, 46.9996799999999, 72.00074000000001, -21.999259999999992, -94.99969999999996, -0.9996999999999616)
[[0.776823, 0.605093, 0.078646, 0.147222], [0.758594, 0.545833, 0.042188, 0.199074], [0.791406, 0.555093, 0.049479, 0.176852], [0.774428888662824, 0.5689520131514869, 0.059541284382074, 0.2323627525455892]]	(8260.92844694905, 3345.6905514139494, 151.0003200000001, 143.59943999999996, -103.70056000000005, -219.90031999999997, 20.299679999999967)
[[0.874219, 0.809722, 0.233854, 0.373148], [0.889583, 0.739352, 0.160417, 0.521296], [0.774428888662824, 0.5689520131514869, 0.059541284382074, 0.2323627525455892]]	(58805.658416847546, 22194.961927856064, 448.9996799999999, 407.00015999999994, -15.699840000000108, -732.2996800000001, 4.000319999999874)
[[0.40625, 0.867593, 0.222917, 0.264815], [0.577865, 0.695833, 0.218229, 0.608333]]	(71138.57874285158, 39003.163247120145, 428.00064, 285.99966000000006, -104.80033999999989, -722.60054, -0.0005400000000008731)
[[0.876302, 0.791204, 0.247396, 0.417593], [0.955729, 0.741667, 0.088542, 0.516667]]	(-5131.7883357713035, -2120.8718981429843, 475.0003199999999, 450.9999, 211.8999, -573.00054, -0.0005400000000008731)
[[0.792448, 0.821759, 0.411979, 0.35463], [0.641927, 0.712963, 0.103646, 0.572222], [0.730208, 0.718056, 0.110417, 0.55463]]	(-13062.607273850821, -6100.120782409819, 790.9996800000001, 384.0004799999999, -304.89952000000005, -383.49992, 1.0000800000000254)
[[0.84401, 0.781019, 0.309896, 0.434259], [0.92474, 0.715278, 0.147396, 0.569444]]	(-17283.716244767253, -6304.649817424876, 595.0003199999999, 470.99933999999996, 240.69934, -758.8003799999999, 1.99962000000005)
[[0.038021, 0.436574, 0.075, 0.097222], [0.017448, 0.514815, 0.033854, 0.238889], [0.046875, 0.524074, 0.071875, 0.262963]]	(-1465.0521534879756, -5386.363362988795, 144.00000000000003, 263.99996, 11.09996000000001, -100.99980000000005, 278.4001999999999)
[[0.05, 0.609722, 0.080208, 0.228704], [0.017448, 0.514815, 0.033854, 0.238889], [0.046875, 0.524074, 0.071875, 0.262963]]	(-1465.0521534879756, -5386.363362988795, 153.99936000000002, 148.0004, -104.89959999999996, -358.99992, 20.400080000000003)
[[0.219531, 0.631944, 0.080729, 0.221296], [0.251823, 0.708333, 0.154688, 0.581481]]	(-6084.688433585548, -5110.340144857956, 154.99968, 517.00032, -202.39968, -63.59935999999993, 278.0006400000001)
[[0.296094, 0.641204, 0.168229, 0.299074], [0.251823, 0.708333, 0.154688, 0.581481], [0.393229, 0.722685, 0.2, 0.55463]]	(-6084.688433585548, -5110.340144857956, 322.9996799999999, 548.99964, -170.40035999999998, -115.60028, 225.99972000000002)
[[0.402083, 0.820833, 0.329167, 0.358333], [0.251823, 0.708333, 0.154688, 0.581481], [0.393229, 0.722685, 0.2, 0.55463]]	(-6084.688433585548, -5110.340144857956, 632.0006399999999, 387.00018, -332.39982, -341.59946, 0.0005400000000008731)
[[0.624479, 0.790278, 0.270833, 0.419444], [0.63125, 0.712963, 0.115625, 0.572222]]	(8411.054196728674, 4084.6171095675627, 519.99936, 452.99951999999996, -24.400480000000016, -747.9, 0.0)
[[0.411198, 0.418056, 0.107813, 0.19537], [0.431771, 0.693981, 0.297917, 0.612037]]	(1593.499353229049, 999.0573872267087, 207.00096000000008, 732.9993200000001, 146.79932000000008, -219.20027999999996, 521.99972)
[[0.735677, 0.652778, 0.114062, 0.298148], [0.742708, 0.472685, 0.0875, 0.256481]]	(-2133.9801596871685, -784.1048095647691, 218.99903999999992, 362.9996800000001, -106.00031999999987, -531.40016, -85.50016000000005)
[[0.392188, 0.814815, 0.4, 0.366667], [0.431771, 0.693981, 0.297917, 0.612037]]	(1593.499353229049, 999.0573872267087, 767.9999999999999, 396.99998000000005, -189.20001999999994, -740.20038, 0.9996200000000499)
[[0.879948, 0.447222, 0.013021, 0.051852], [0.840365, 0.490278, 0.079687, 0.187963], [0.883594, 0.480556, 0.084896, 0.133333]]	(2724.842742972582, 1055.609324833071, 25.000319999999874, 303.00032, -45.19968, 41.40015999999997, 329.00016)
[[0.8875, 0.455093, 0.025, 0.047222], [0.883594, 0.480556, 0.084896, 0.133333]]	(2724.842742972582, 1055.609324833071, 47.99999999999977, 291.99944, -56.200559999999996, 35.39967999999999, 322.99968)
[[0.908594, 0.474074, 0.026562, 0.074074], [0.883594, 0.480556, 0.084896, 0.133333]]	(2724.842742972582, 1055.609324833071, 50.99903999999992, 286.00004, -62.199959999999976, 0.40012000000001535, 288.00012000000004)
[[0.894792, 0.625926, 0.083333, 0.303704], [0.840365, 0.490278, 0.079687, 0.187963], [0.883594, 0.480556, 0.084896, 0.133333], [0.820833, 0.721296, 0.130208, 0.553704]]	(2724.842742972582, 1055.609324833071, 159.99936000000025, 246.00008000000003, -102.19991999999996, -287.60024, -0.00023999999996249244)
[[0.722917, 0.536574, 0.078125, 0.139815], [0.721615, 0.494907, 0.048438, 0.180556], [0.7625, 0.666667, 0.079167, 0.516667]]	(41710.15549327172, 16225.219955554823, 150.0, 135.00018, -73.29982000000001, -195.80002000000007, 1.7999799999998913)
[[0.836979, 0.803704, 0.186458, 0.392593], [0.7625, 0.666667, 0.079167, 0.516667], [0.820833, 0.721296, 0.130208, 0.553704]]	(11953.013636106858, 5711.33071721879, 357.99936, 423.9999, -292.20009999999996, -454.20054000000005, -0.0005400000000008731)
[[0.50026, 0.850926, 0.176563, 0.294444], [0.421875, 0.73287, 0.320833, 0.534259]]	(1123.5052983936614, 846.1132339243181, 339.0009600000001, 316.99968, -465.70032, -461.19984, -0.9998399999999492)
[[0.957552, 0.451389, 0.031771, 0.062037], [0.953646, 0.422685, 0.034375, 0.141667], [0.908333, 0.584722, 0.134375, 0.413889]]	(-2224.4101667892674, -522.4845930160938, 61.0003200000001, 66.99986000000001, -65.70013999999998, -146.90009999999995, -26.700099999999964)
[[0.914844, 0.679167, 0.145313, 0.412037], [0.908333, 0.584722, 0.134375, 0.413889]]	(-1383.9448911706024, -454.0717942877017, 279.0009600000001, 498.49962000000005, -59.00037999999995, -559.2003399999999, -140.8003399999999)
[[0.565365, 0.791667, 0.335938, 0.414815], [0.603906, 0.694907, 0.228646, 0.610185]]	(4255.631198785919, 1909.2692643775197, 645.0009600000002, 447.99974, 58.09974, -897.8004599999999, -0.00045999999997548)
[[0.163542, 0.778704, 0.326042, 0.440741], [0.083333, 0.72963, 0.165625, 0.540741]]	(-174.6558870692257, -268.84620853372667, 626.00064, 475.9998200000001, -102.00017999999989, -230.50045999999998, -0.00045999999997548)
[[0.346875, 0.830556, 0.242708, 0.335185], [0.148698, 0.673148, 0.293229, 0.648148]]	(584.9320693203958, 533.5141041563546, 465.9993600000001, 361.9994200000001, -464.9005799999999, -511.4003799999999, -0.00037999999995008693)
[[0.189844, 0.899074, 0.143229, 0.198148]]	(-76.05249564784998, -146.97042092539604, 274.99968000000007, 213.0, -178.0, -222.89983999999993, -0.9998399999999492)
[[0.347656, 0.65463, 0.058854, 0.081481]]	(-1689.5347147487705, -1283.225489621844, 112.9996799999999, 416.99933999999996, 213.49933999999996, -280.30014, 328.99986)
[[0.417708, 0.868519, 0.232292, 0.262963], [0.434635, 0.803241, 0.097396, 0.378704]]	(-1689.5347147487705, -1283.225489621844, 446.0006400000001, 283.9995, 80.49950000000001, -609.30054, -0.0005400000000008731)
[[0.660156, 0.672685, 0.035937, 0.100926], [0.6625, 0.656944, 0.034375, 0.121296], [0.635156, 0.738889, 0.064062, 0.283333], [0.696354, 0.818981, 0.091667, 0.358333], [0.70599, 0.815741, 0.089063, 0.294444]]	(-2240.815634465075, -1193.9639130782687, 68.99904000000038, 108.00024000000008, -2.0997599999999466, -161.79984000000002, -0.9998400000000629)
[[0.630208, 0.780556, 0.084375, 0.244444], [0.6625, 0.656944, 0.034375, 0.121296], [0.635156, 0.738889, 0.064062, 0.283333], [0.696354, 0.818981, 0.091667, 0.358333], [0.70599, 0.815741, 0.089063, 0.294444]]	(-4012.005883816179, -2429.085217991502, 162.00000000000023, 263.99928, -15.300719999999956, -389.2002400000001, -0.00024000000007617928)
[[0.564063, 0.755093, 0.033333, 0.100926], [0.557292, 0.651852, 0.036458, 0.140741]]	(-3529.933493561423, -2372.811796793082, 63.999360000000024, 83.99959999999999, -132.0004, -241.00048000000004, -0.0004800000000386717)
[[0.692708, 0.843981, 0.152083, 0.308333], [0.635156, 0.738889, 0.064062, 0.283333], [0.696354, 0.818981, 0.091667, 0.358333], [0.70599, 0.815741, 0.089063, 0.294444]]	(-4293.049704552874, -2381.032674118096, 291.99936, 332.00034000000005, 37.50034000000005, -525.8992999999999, -0.9992999999999483)
[[0.872135, 0.926389, 0.152604, 0.143519], [0.941406, 0.806481, 0.115104, 0.387037]]	(-3999.8399789457258, -1708.8812117576244, 292.9996799999999, 155.00014, -5.89985999999999, -518.10038, -0.00037999999995008693)
[[0.659896, 0.528241, 0.033333, 0.060185], [0.660937, 0.496759, 0.032292, 0.112037], [0.690625, 0.686111, 0.10625, 0.501852]]	(-3288.274583352393, -1365.46995410396, 63.99936000000025, 64.99962000000005, -63.00037999999995, -128.0001799999999, -0.0001799999998866042)
[[0.729427, 0.558796, 0.046354, 0.123148], [0.73099, 0.527778, 0.033854, 0.144444], [0.690625, 0.686111, 0.10625, 0.501852]]	(-1521.898103604619, -602.5862255371123, 88.99968000000013, 132.00024000000008, -44.999759999999924, -176.19959999999998, -29.499599999999987)
[[0.634375, 0.810648, 0.235417, 0.378704], [0.603646, 0.719444, 0.107292, 0.546296], [0.690625, 0.686111, 0.10625, 0.501852]]	(2877.1063089099976, 1561.7637219074538, 452.0006400000001, 307.40031999999985, -184.19968000000011, -593.3, 0.0)
[[0.035677, 0.530556, 0.070312, 0.216667], [0.029948, 0.468519, 0.058854, 0.194444]]	(-224.07494318952882, -996.7143828569324, 134.99904000000004, 184.09969999999998, -69.20030000000003, -267.60066000000006, 40.99933999999996)
[[0.659375, 0.903704, 0.171875, 0.192593], [0.796875, 0.754167, 0.236458, 0.491667]]	(-10787.973600547193, -4587.499490055837, 330.0, 207.99990000000003, -115.40009999999995, -662.0005399999998, -0.0005399999997734994)
[[0.616667, 0.565741, 0.042708, 0.064815]]	(-1387.136861769387, -661.0257954323241, 81.99936000000002, 69.99982, 0.5998200000000224, -115.90038000000004, -0.00038000000006377377)
[[0.244531, 0.637963, 0.080729, 0.159259], [0.226042, 0.581481, 0.045833, 0.192593], [0.254427, 0.591667, 0.039062, 0.198148], [0.184635, 0.605556, 0.068229, 0.164815], [0.197917, 0.781944, 0.077083, 0.436111]]	(-904.5380332314995, -994.5927022873659, 154.9996799999999, 170.9998200000001, -11.800179999999841, -352.8998999999999, -0.9998999999999114)
[[0.222135, 0.641204, 0.021354, 0.084259], [0.226042, 0.581481, 0.045833, 0.192593], [0.184635, 0.605556, 0.068229, 0.164815], [0.197917, 0.781944, 0.077083, 0.436111]]	(-904.5380332314995, -994.5927022873659, 40.999679999999955, 126.99954000000002, -55.80045999999993, -315.90018, 35.99982)
[[0.055729, 0.678704, 0.060417, 0.168519], [0.067187, 0.644444, 0.076042, 0.287037], [0.104167, 0.617593, 0.073958, 0.251852], [0.138281, 0.786574, 0.124479, 0.426852]]	(-259.3003278917218, -530.159297518278, 116.00064, 181.99994000000004, -4.000059999999962, -441.70058, -0.0005800000000135697)
[[0.03151, 0.839352, 0.060937, 0.319444], [0.067187, 0.644444, 0.076042, 0.287037]]	(-259.3003278917218, -530.159297518278, 116.99904, 89.9996000000001, -96.0003999999999, -696.69992, -254.99991999999997)
[[0.197656, 0.856019, 0.194271, 0.286111], [0.197917, 0.781944, 0.077083, 0.436111], [0.138281, 0.786574, 0.124479, 0.426852]]	(-815.3829891838741, -1386.3151425762046, 373.00032, 309.99942, -160.00058, -469.00046, 0.9995400000000245)
[[0.349479, 0.812963, 0.308333, 0.374074], [0.363021, 0.719907, 0.30625, 0.560185], [0.57474, 0.739352, 0.168229, 0.521296]]	(3537.3535682909005, 1936.729716088186, 591.99936, 403.99992, -41.70008000000007, -773.6, 0.0)
[[0.471354, 0.579167, 0.191667, 0.410185], [0.363021, 0.719907, 0.30625, 0.560185], [0.57474, 0.739352, 0.168229, 0.521296]]	(3537.3535682909005, 1936.729716088186, 368.0006400000001, 675.99954, 230.29953999999998, -540.60026, 232.99973999999997)
[[0.452865, 0.478704, 0.025521, 0.075926], [0.4519074389291412, 0.4735122600817876, 0.036219889997151, 0.1005478225722569]]	(-1692.2600574712644, -936.0840517241379, 49.0003200000001, 81.99971999999997, -35.00028000000003, -117.00036, -0.0003600000000005821)
[[0.526823, 0.472685, 0.024479, 0.050926], [0.5255579795769364, 0.4584316548609227, 0.0267340764724506, 0.0655780873483348]]	(-4008.138185301776, -1888.0928720113689, 46.9996799999999, 46.90023999999994, -44.99976000000004, -99.99984000000006, 0.8001599999998916)
[[0.453906, 0.478241, 0.026562, 0.076852], [0.4519074389291412, 0.4735122600817876, 0.036219889997151, 0.1005478225722569]]	(-1692.2600574712644, -936.0840517241379, 50.99903999999992, 82.9998, -34.00020000000001, -117.00036, -0.0003600000000005821)
[[0.407292, 0.468519, 0.019792, 0.057407], [0.391667, 0.491667, 0.040625, 0.137037], [0.3841996231329456, 0.4942221041838713, 0.0437247922547193, 0.1273938188633802]]	(-551.3539653903724, -369.5453636205353, 38.000639999999976, 177.89925999999997, -21.000740000000008, -88.30030000000005, 67.79969999999992)
[[0.360938, 0.509722, 0.0375, 0.110185], [0.36875, 0.470833, 0.027083, 0.102778], [0.353125, 0.484259, 0.036458, 0.127778], [0.391667, 0.491667, 0.040625, 0.137037], [0.3841996231329456, 0.4942221041838713, 0.0437247922547193, 0.1273938188633802]]	(-1181.6200441906033, -857.4444490765832, 72.0, 118.00013999999999, -41.99986000000001, -160.99965999999995, -0.9996599999999489)
[[0.335677, 0.476389, 0.015104, 0.032407], [0.353125, 0.484259, 0.036458, 0.127778]]	(-1181.6200441906033, -857.4444490765832, 28.999680000000012, 111.99965999999995, -48.00034000000005, -82.99990000000003, 77.00009999999997)
[[0.392188, 0.525926, 0.040625, 0.140741], [0.36875, 0.470833, 0.027083, 0.102778], [0.391667, 0.491667, 0.040625, 0.137037], [0.3841996231329456, 0.4942221041838713, 0.0437247922547193, 0.1273938188633802]]	(-551.3539653903724, -369.5453636205353, 78.0, 160.90006, -37.99993999999998, -195.30022000000002, -39.20022000000006)
[[0.258333, 0.564815, 0.048958, 0.138889], [0.244792, 0.525, 0.059375, 0.201852]]	(-267.49800804963076, -306.20857329790863, 93.99935999999997, 178.49986000000013, -109.50013999999987, -145.50026000000003, -0.00026000000002568413)
[[0.879948, 0.890278, 0.198437, 0.219444], [0.910937, 0.780093, 0.178125, 0.439815]]	(-2931.1041259458775, -1279.3048216367945, 380.9990399999999, 236.99951999999996, 114.79951999999992, -484.0, 0.0)
[[0.894531, 0.631944, 0.127604, 0.349074], [0.898438, 0.535648, 0.102083, 0.330556]]	(-1854.8409526274531, -574.1052830199906, 244.99968000000013, 424.10044000000005, -46.89955999999995, -512.99948, -104.39947999999993)
[[0.31901, 0.848611, 0.534896, 0.300926], [0.413542, 0.729167, 0.308333, 0.534259], [0.255469, 0.843519, 0.117188, 0.309259], [0.151042, 0.758796, 0.203125, 0.462037]]	(1214.3716083606705, 916.0679692758071, 1027.00032, 324.00016000000005, -448.29983999999996, -459.69992, -0.9999199999999746)
[[0.870901, 0.841204, 0.254034, 0.317593], [0.902134, 0.744907, 0.140552, 0.502778]]	(-64920.53102522568, -24770.203135076932, 487.99931400000014, 342.9999, -23.20010000000002, -704.40054, -0.0005400000000008731)
[[0.662936, 0.623611, 0.047371, 0.117593], [0.662676, 0.593981, 0.036439, 0.128704], [0.705102, 0.619444, 0.061947, 0.177778]]	(-2637.0606675811614, -1308.5263100137174, 90.99969100000021, 127.00034000000005, -38.99965999999995, -166.0001000000001, -0.00010000000008858478)
[[0.710047, 0.648148, 0.061426, 0.135185], [0.705102, 0.619444, 0.061947, 0.177778]]	(5978.164264112922, 2898.135129109811, 117.99934599999983, 114.70006000000001, -53.99994000000004, -199.99973999999986, 11.50026000000014)
[[0.61276, 0.740741, 0.064062, 0.207407], [0.610938, 0.678704, 0.061458, 0.194444]]	(-3519.6781041092418, -2178.510439438583, 122.99904000000015, 223.99950000000013, -65.00049999999987, -289.0000600000001, -6.000000007588824e-05)
